지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),weather
대전,2022-06-02,22.5,,2.1,58,999.7,clear
대전,2022-06-03,24.8,,1.9,58.6,1001.6,clouds
대전,2022-06-04,25.1,,3.4,49,1001.9,clouds
대전,2022-06-05,18.6,6.2,3.1,78.8,995.1,rain
대전,2022-06-06,19.4,2.8,2,78.3,993.1,rain
대전,2022-06-07,17.3,0.1,2.4,77.6,999.8,rain
대전,2022-06-08,20.7,0.2,2.5,64.5,1003.6,rain
대전,2022-06-09,22.4,,1.6,66.3,1005.2,clouds
대전,2022-06-10,23.6,,1.5,61.4,1005.5,clouds
대전,2022-06-11,24.3,,2.1,57.8,1004,clouds
대전,2022-06-12,24.3,0.1,2.8,56,1004.4,rain
대전,2022-06-13,23.1,0.1,3.6,54.3,1001.5,rain
대전,2022-06-14,17.9,6.3,3.4,76,1000.9,rain
대전,2022-06-15,19.8,36.5,1.8,80.1,998.7,rain
대전,2022-06-16,22,0.1,1.8,61.6,1000.4,rain
대전,2022-06-17,23.4,0.1,1.3,69.8,1000.3,rain
대전,2022-06-18,25.2,0.1,1.6,69.3,999.8,rain
대전,2022-06-19,25.1,,1.4,71.5,999.8,clouds
대전,2022-06-20,26.8,,1.4,67.1,996.5,clouds
대전,2022-06-21,28.1,,1.5,61.8,995.8,clear
대전,2022-06-22,27.5,,2,61,999.4,clouds
대전,2022-06-23,25.1,29.6,2.2,83.3,993.5,rain
대전,2022-06-24,25,10.7,2.7,77.8,991.2,rain
대전,2022-06-25,27.8,,2.4,68.1,997,clouds
대전,2022-06-26,27.4,0.2,2.5,72.8,1001.3,rain
대전,2022-06-27,28,3.6,3.2,71.8,1000.2,rain
대전,2022-06-28,29.4,,5.2,60.1,996.6,clouds
대전,2022-06-29,26.7,18.6,3.3,79.3,998,rain
대전,2022-06-30,27.2,2.9,2.5,78.5,1003.1,rain
대전,2022-07-01,28.6,,1.5,69,1006.4,clouds
대전,2022-07-02,29.6,,1.3,65.9,1004.5,clouds
대전,2022-07-03,28.1,38.7,1.4,73.1,1000.9,rain
대전,2022-07-04,27.6,0.1,1.2,76.5,997.7,rain
대전,2022-07-05,28.2,0.1,1.3,77.3,997.5,rain
대전,2022-07-06,30.1,,2.1,69.3,999.5,clouds
대전,2022-07-07,29.5,3.2,3,67.6,998.4,rain
대전,2022-07-08,27.6,0.9,1.8,74.6,995.3,rain
대전,2022-07-09,26.5,,1,75.6,995.3,clouds
대전,2022-07-10,28.7,7.8,1.3,71.6,997.1,rain
대전,2022-07-11,25.1,16.3,1.2,87.9,998.4,rain
대전,2022-07-12,27,0.1,1.4,78.1,999.7,rain
대전,2022-07-13,24.8,10.6,2.6,85.1,995.8,rain
대전,2022-07-14,26,0.5,2,81.3,992.8,rain
대전,2022-07-15,26.1,,1.7,70.1,992.5,clouds
대전,2022-07-16,26.2,,2.1,68.9,991.3,clouds
대전,2022-07-17,26,,1.8,71.1,993.3,clouds
대전,2022-07-18,22.3,57.4,1.8,91.6,991.9,rain
대전,2022-07-19,25,,1.5,81.3,995.4,clouds
대전,2022-07-20,27.6,0.1,1.3,70.4,998.4,rain
대전,2022-07-21,23.8,13.7,2.3,86.1,994.1,rain
대전,2022-07-22,25.7,,1.6,69.8,998.3,clouds
대전,2022-07-23,24.8,17.6,1.7,77.6,997.1,rain
대전,2022-07-24,24.7,2.3,1.6,86.9,994.9,rain
대전,2022-07-25,27.2,0.4,1.6,73.9,1000.9,rain
대전,2022-07-26,28.4,,1.4,71.1,1001.6,clouds
대전,2022-07-27,27.6,,3.2,65.9,1002,clouds
대전,2022-07-28,28.2,,3.2,69.3,1003.1,clouds
대전,2022-07-29,30.3,,2.8,65.3,1004.1,clear
대전,2022-07-30,28.8,0.1,3.6,67.8,1001.6,rain
대전,2022-07-31,25.9,25.6,2,87.6,998.2,rain
대전,2022-08-01,27.6,4.4,2.9,82,997.9,rain
대전,2022-08-02,27.9,1.1,2.3,78.9,1001.6,rain
대전,2022-08-03,29.3,0.1,2.1,72.8,1002.9,rain
대전,2022-08-04,29.2,,1.7,74.5,1002,clouds
대전,2022-08-05,28.7,3.5,1.8,78.1,999,rain
대전,2022-08-06,29.9,,1.8,71.8,998.7,clouds
대전,2022-08-07,29.9,,2.3,74,999.2,clouds
대전,2022-08-08,28.6,0.1,3.1,71.4,999.9,rain
대전,2022-08-09,28,1.4,3.1,74.5,999.5,rain
대전,2022-08-10,25.3,192.9,2.2,92.3,998.5,rain
대전,2022-08-11,24.4,58.2,2.3,93.6,997.4,rain
대전,2022-08-12,27.3,0.1,1.2,78.1,998.5,rain
대전,2022-08-13,26,24,1.3,84.9,998.4,rain
대전,2022-08-14,26.7,6.5,1.6,86.5,998.5,rain
대전,2022-08-15,28.1,7,3.5,74.8,995.1,rain
대전,2022-08-16,25.8,32.9,2.1,84.3,996.5,rain
대전,2022-08-17,25.6,8.2,1.2,82.3,998.3,rain
대전,2022-08-18,25.1,,1.1,75.8,1000,clouds
대전,2022-08-19,26.4,0.1,2,79.6,996,rain
대전,2022-08-20,27,83.6,2,82.3,994.7,rain
대전,2022-08-21,27.5,,1.5,72.3,997.3,clouds
대전,2022-08-22,27.3,,1.4,73,997,clouds
대전,2022-08-23,23.8,30.2,1,89.9,998.3,rain
대전,2022-08-24,22.7,0.2,3,77.9,1000.3,rain
대전,2022-08-25,22.3,0.1,1.6,79.4,1000.1,rain
대전,2022-08-26,22.9,,1.4,70.6,1000,clear
대전,2022-08-27,21.6,,2.1,62.4,1002.7,clouds
대전,2022-08-28,22.1,,1.9,60.8,1006.8,clouds
대전,2022-08-29,19.6,4.5,2.1,79.3,1007.9,rain
대전,2022-08-30,19.1,30.2,1.1,92.9,1002.8,rain
대전,2022-08-31,21,7.2,1,90.3,1000.7,rain
대전,2022-09-01,22.4,,1.4,80.1,1005.7,clouds
대전,2022-09-02,22.6,,3.2,72,1007.8,clouds
대전,2022-09-03,23.4,0.1,3.6,70.3,1006.2,rain
대전,2022-09-04,24.5,0.1,2.9,78.9,1001.8,rain
대전,2022-09-05,22.6,46.5,1.6,93.4,996.3,rain
대전,2022-09-06,20.2,41.7,3.6,79.8,997.1,rain
대전,2022-09-07,20.9,,1.3,66,1009.5,clouds
대전,2022-09-08,22,,1.2,66.3,1010,clouds
대전,2022-09-09,22.9,,2,63.3,1009.6,clouds
대전,2022-09-10,22,,2.5,62.1,1009.6,clouds
대전,2022-09-11,24,0.1,2,64.4,1006.8,rain
대전,2022-09-12,22.9,1.6,1.2,83.5,1006.3,rain
대전,2022-09-13,24.5,0.1,2.1,69.4,1007.4,rain
대전,2022-09-14,25,0.1,4,47,1007.6,rain
대전,2022-09-15,25.2,,4.1,62.8,1003.4,clouds
대전,2022-09-16,25.4,0.3,3.6,71.8,1000.6,rain
대전,2022-09-17,27.2,,1.4,73.1,1000,clouds
대전,2022-09-18,27.3,,2.1,71.9,994.7,clouds
대전,2022-09-19,24.5,,4.1,61.5,992.5,clouds
대전,2022-09-20,19.2,,2.2,60.1,1005.4,clouds
대전,2022-09-21,18.8,,2.5,59.3,1009.3,clear
대전,2022-09-22,18.4,,1.9,58.9,1007.6,clouds
대전,2022-09-23,17.7,0.1,2.2,67,1005.8,rain
대전,2022-09-24,17.5,,1.6,60.6,1009.4,clouds
대전,2022-09-25,18.5,,1.1,66.9,1008.5,clouds
대전,2022-09-26,18.7,,1.1,67.6,1009,clouds
대전,2022-09-27,19.4,,1.4,66.9,1007.7,clear
대전,2022-09-28,19.2,,1,73.9,1006.2,clouds
대전,2022-09-29,18.8,,1.2,74.9,1007.1,clear
대전,2022-09-30,19.4,,1.1,67.3,1008.5,clear
대전,2022-10-01,20.1,,1.1,63.9,1010,clear
대전,2022-10-02,21.1,1,1.5,71,1008.6,rain
대전,2022-10-03,22.8,26.3,2.2,84.6,1005.5,rain
대전,2022-10-04,20,43.5,2.9,78.9,1005,rain
대전,2022-10-05,16.2,0.1,1.4,67,1011.7,rain
대전,2022-10-06,16.5,0.1,1.2,73.4,1010.9,rain
대전,2022-10-07,15.8,0.1,2,65.1,1011.8,rain
대전,2022-10-08,15.8,,2.9,61.5,1015.7,clear
대전,2022-10-09,13,17.1,1.9,82.8,1010.3,rain
대전,2022-10-10,10.9,1.4,2.9,66.1,1007.6,rain
대전,2022-10-11,12,0.1,2,67.6,1013.8,rain
대전,2022-10-12,13,,1.6,73.6,1018.3,clear
대전,2022-10-13,15.1,,1.5,74,1016.5,clear
대전,2022-10-14,15.9,,1.3,74.5,1012,clouds
대전,2022-10-15,18.2,,1,72.1,1010.8,clouds
대전,2022-10-16,17.7,,1.4,76.4,1010.2,clouds
대전,2022-10-17,12.4,,3,51.3,1011.7,clouds
대전,2022-10-18,8.8,,1.6,56.5,1015.1,clear
대전,2022-10-19,9.2,,1.4,60.6,1018.4,clear
대전,2022-10-20,11,,1.3,65.6,1019.9,clear
대전,2022-10-21,12.2,,1.1,68,1016.9,clouds
대전,2022-10-22,14.4,0.1,1.4,70.8,1013.2,rain
대전,2022-10-23,13.1,,1.7,64.9,1011,clouds
대전,2022-10-24,9.7,,1.9,55.4,1013.5,clear
대전,2022-10-25,9.6,,1.4,60.8,1019.8,clear
대전,2022-10-26,11.1,,1.1,63.9,1019.5,clouds
대전,2022-10-27,12.5,,1.3,67.1,1017.6,clear
대전,2022-10-28,13.2,,1,69.1,1017.8,clouds
대전,2022-10-29,13.5,,1.2,68.5,1018,clear
대전,2022-10-30,13.9,,1.6,65.3,1017.3,clear
대전,2022-10-31,14.1,,1.7,63.9,1016.1,clouds
대전,2022-11-01,12.5,,1.5,73.5,1014.1,clouds
대전,2022-11-02,10.9,,1.4,60.5,1012.9,clear
대전,2022-11-03,9.4,,1.5,60.3,1011.7,clouds
대전,2022-11-04,5.9,,2.4,49.4,1015.3,clear
대전,2022-11-05,6.1,,1.5,54,1017.5,clear
대전,2022-11-06,8,,1.1,65.1,1016.7,clear
대전,2022-11-07,9.6,,0.9,61.9,1015.4,clouds
대전,2022-11-08,12,,0.9,64,1016.8,clouds
대전,2022-11-09,10.3,,1.1,75.5,1017.6,clouds
대전,2022-11-10,11.7,,1.1,67.5,1016.8,clear
대전,2022-11-11,13.9,,1,64.4,1017.1,clear
대전,2022-11-12,16.6,3.3,1.8,72,1008.6,rain
대전,2022-11-13,11.6,2.5,2.3,76.3,1007.7,rain
대전,2022-11-14,9.5,,1.4,73,1010.4,clouds
대전,2022-11-15,8.3,1.7,1.6,69.4,1009.8,rain
대전,2022-11-16,8.9,1.3,1.5,67.9,1012.6,rain
대전,2022-11-17,8.9,,1.3,60.8,1016,clear
대전,2022-11-18,9.1,,1.2,61.3,1017.9,clear
대전,2022-11-19,11.1,,1.6,61.6,1014.4,clouds
대전,2022-11-20,12.4,,1,63,1011.8,clouds
대전,2022-11-21,11.7,,1.2,63,1013.4,clouds
대전,2022-11-22,10.8,0.2,0.8,80,1012.4,rain
대전,2022-11-23,10.6,,1.6,62.1,1009.7,clouds
대전,2022-11-24,7.8,,1.1,62.8,1013.3,clouds
대전,2022-11-25,9.5,,1.3,59.6,1010.5,clouds
대전,2022-11-26,9.3,0.1,2.2,53.3,1010.2,rain
대전,2022-11-27,6,,1.1,49.3,1012.7,clear
대전,2022-11-28,7.3,30.1,1.1,83.3,1007.5,rain
대전,2022-11-29,8.5,6.7,3,62,1008.8,rain
대전,2022-11-30,-2.9,0.1,3.7,48.4,1023.3,snow
대전,2022-12-01,-3.3,,2,37.5,1023.6,clouds
대전,2022-12-02,-1.6,,1.2,53.3,1021.8,clear
대전,2022-12-03,2.7,0.1,1.2,66.9,1017.5,snow
대전,2022-12-04,-1.4,,2.7,38,1022.9,clouds
대전,2022-12-05,-2.2,,2,33,1021.2,clouds
대전,2022-12-06,0.8,0.3,1.5,65.6,1015.8,snow
대전,2022-12-07,4.4,,1.8,59.4,1016,clouds
대전,2022-12-08,3.5,,0.9,60.8,1017.9,clear
대전,2022-12-09,4,,1.1,66.9,1014.6,clear
대전,2022-12-10,1.7,0.1,1,69.9,1012.5,rain
대전,2022-12-11,1.8,,1.4,52.8,1015,clear
대전,2022-12-12,1.6,0.1,1.4,64,1012.6,rain
대전,2022-12-13,1.7,4.9,2.9,75.3,1010.9,snow
대전,2022-12-14,-7.3,0.1,2.4,62.6,1019.9,snow
대전,2022-12-15,-1.4,1.6,1.8,70.9,1016.9,snow
대전,2022-12-16,-4.3,,1.4,53.6,1021.9,clouds
대전,2022-12-17,-6,0.9,1.8,62.1,1016.9,snow
대전,2022-12-18,-8.4,,1.5,51.3,1015.4,clear
대전,2022-12-19,-5.5,,1.4,57.1,1018.6,clear
대전,2022-12-20,-2.3,,1.1,62.6,1018.2,clouds
대전,2022-12-21,0.2,5.8,1,89.3,1004.1,snow
대전,2022-12-22,-5.1,1.1,3,73.4,1002.2,snow
대전,2022-12-23,-8,0.1,4,62.8,1005.5,snow
대전,2022-12-24,-8.7,0.1,1.3,56.5,1012.5,snow
대전,2022-12-25,-4.8,,1.4,65,1015.6,clear
대전,2022-12-26,-3.6,,0.9,68.9,1018.1,clouds
대전,2022-12-27,-2.3,,1.1,67.5,1021,clear
대전,2022-12-28,-2.3,0.1,1.7,65.6,1022.1,snow
대전,2022-12-29,-3.2,,1.1,61.8,1024.6,clouds
대전,2022-12-30,-1.1,0.1,1.2,67.3,1023.7,snow
대전,2022-12-31,-1.1,0.1,0.9,65.8,1022.8,snow
대구,2022-01-01,-2.3,,1.6,36,1023.2,clouds
대구,2022-01-02,0.6,,1.7,47.3,1019.2,clouds
대구,2022-01-03,-0.2,,1.6,50.1,1018.7,clouds
대구,2022-01-04,1.9,,2,39.4,1019.5,clear
대구,2022-01-05,0.6,,0.8,43.9,1020.3,clouds
대구,2022-01-06,2.9,,2.3,38.5,1020.2,clear
대구,2022-01-07,0.1,,1.1,42.8,1022.1,clear
대구,2022-01-08,1.4,,1.7,43.4,1017.2,clouds
대구,2022-01-09,2,,0.9,65.9,1015.3,clouds
대구,2022-01-10,3,,1.4,61.8,1012.8,clouds
대구,2022-01-11,-0.9,0.1,5,44.9,1010.6,snow
대구,2022-01-12,-3.2,,3.6,42.1,1014.6,clear
대구,2022-01-13,-2.8,0.1,5,42.3,1012.6,snow
대구,2022-01-14,-2.6,,2.6,35.3,1018,clear
대구,2022-01-15,1,,1.3,43.3,1016.1,clouds
대구,2022-01-16,1.9,0.1,2.8,47.6,1016.2,rain
대구,2022-01-17,-0.4,,4.2,49.1,1018.7,clouds
대구,2022-01-18,-2.5,,2.9,32.3,1020.4,clear
대구,2022-01-19,-0.7,0.1,2.1,47.6,1016.8,snow
대구,2022-01-20,-1.1,,2,46.3,1020.5,clear
대구,2022-01-21,-1,,1,51.3,1023.6,clear
대구,2022-01-22,2.3,,1.1,63.1,1019.8,clouds
대구,2022-01-23,6.4,,1.5,62.3,1014.3,clouds
대구,2022-01-24,4.9,,2.7,61,1016,clouds
대구,2022-01-25,4.5,0.1,1.3,66.6,1014.8,rain
대구,2022-01-26,3.8,,2.6,55.4,1017.1,clouds
대구,2022-01-27,3.2,,1.9,45.6,1016.5,clouds
대구,2022-01-28,2.3,,3.2,32.5,1016.1,clouds
대구,2022-01-29,1,,3.4,34.3,1013.8,clouds
대구,2022-01-30,1.1,,2.6,34.5,1013.9,clear
대구,2022-01-31,1.3,,2.1,33.5,1016.9,clear
대구,2022-02-01,1.9,,3.8,50.3,1017.6,clouds
대구,2022-02-02,0.7,,3.3,45.1,1020.2,clouds
대구,2022-02-03,0.4,,2.7,41.6,1018.9,clear
대구,2022-02-04,-0.6,,4.4,43.9,1016.7,clouds
대구,2022-02-05,-3,,5.6,45.4,1017.7,clouds
대구,2022-02-06,-1.1,,4.4,43.6,1020.4,clear
대구,2022-02-07,0.2,,3,37.5,1020.6,clouds
대구,2022-02-08,1.5,,2.1,43.8,1020,clear
대구,2022-02-09,2.6,,1,50.8,1018.3,clouds
대구,2022-02-10,5.3,,1.9,41.1,1015.1,clear
대구,2022-02-11,3.5,,1.3,43,1018.7,clouds
대구,2022-02-12,4.8,,2.1,53,1018,clouds
대구,2022-02-13,5.4,,1.9,73.3,1014.9,clouds
대구,2022-02-14,7.3,,1.8,59.9,1012.7,clouds
대구,2022-02-15,0.4,,5.1,46.5,1012.6,clouds
대구,2022-02-16,-3.6,,5,44.5,1015,clouds
대구,2022-02-17,-4.3,,3.1,37.1,1020.3,clear
대구,2022-02-18,-0.8,,1.1,42.9,1023,clouds
대구,2022-02-19,2.4,,2.3,49,1015.1,clouds
대구,2022-02-20,-2.2,0.1,4.5,36.1,1017.8,snow
대구,2022-02-21,1.2,,3.4,43.4,1020.9,clouds
대구,2022-02-22,-0.4,0.1,4.4,38.5,1023.5,snow
대구,2022-02-23,-2.3,,3.5,32,1024.3,clouds
대구,2022-02-24,0.5,,3.7,30.6,1022.6,clear
대구,2022-02-25,5,,2.9,41.9,1019.7,clear
대구,2022-02-26,6.8,0.1,2.5,52.5,1012.3,rain
대구,2022-02-27,6.3,,3.5,32.4,1014.8,clear
대구,2022-02-28,7,,1.2,34.3,1014.7,clouds
대구,2022-03-01,9.9,0.1,2.5,51.9,1007.3,rain
대구,2022-03-02,6.2,,3.7,41.5,1010.1,clear
대구,2022-03-03,7.7,,1.8,39.4,1011.3,clear
대구,2022-03-04,8.8,,1.8,50.4,1007,clouds
대구,2022-03-05,6.9,,5.3,30.9,1006.9,clear
대구,2022-03-06,4,,3.5,30.3,1013.6,clear
대구,2022-03-07,5.2,,1.6,37,1013.5,clouds
대구,2022-03-08,8.1,,1.3,36.4,1012,clear
대구,2022-03-09,9.1,,1.6,49.9,1014.9,clear
대구,2022-03-10,10.5,,1.4,59.6,1014.4,clouds
대구,2022-03-11,12.5,,1.3,57.6,1011.7,clouds
대구,2022-03-12,14.7,,1.8,67.6,1009.7,clouds
대구,2022-03-13,15.1,2.1,1.5,87.1,1005.3,rain
대구,2022-03-14,10.8,,3.9,84.9,1005.8,clouds
대구,2022-03-15,11.7,,1.8,53.6,1007.1,clouds
대구,2022-03-16,14.4,,1.5,45.3,1008.9,clouds
대구,2022-03-17,8.8,6.1,4.6,84.1,1014,rain
대구,2022-03-18,6.1,8.5,4.2,83.4,1005.1,rain
대구,2022-03-19,4.9,4.2,1.8,83.8,1003.4,rain
대구,2022-03-20,6.6,,1.6,69.8,1012.1,clouds
대구,2022-03-21,8.3,,2,53.1,1016.4,clouds
대구,2022-03-22,8.7,,3,48.8,1014.8,clouds
대구,2022-03-23,6.8,0.1,1.7,66.6,1011.8,rain
대구,2022-03-24,9.1,,1.1,60.6,1013.9,clouds
대구,2022-03-25,13.5,1.6,1.9,67.6,1011.1,rain
대구,2022-03-26,14.7,11.7,3.8,80.9,996.4,rain
대구,2022-03-27,13.1,,3.7,39.3,1007.9,clear
대구,2022-03-28,9,,2.2,45.5,1019.4,clear
대구,2022-03-29,10.8,,1.3,51.6,1018.3,clear
대구,2022-03-30,14.8,,1.7,57,1013.7,clouds
대구,2022-03-31,10.5,0.1,4.8,74,1017.1,rain
대구,2022-04-01,8.8,0.3,2.1,64.4,1022.5,rain
대구,2022-04-02,10.2,,1.5,50,1020.3,clear
대구,2022-04-03,11.3,,1.7,50.9,1020.7,clear
대구,2022-04-04,13.2,,1.4,49.6,1020.3,clear
대구,2022-04-05,14.4,,2,35.3,1014.8,clouds
대구,2022-04-06,16,,2.2,35.6,1013.3,clear
대구,2022-04-07,14.4,2.4,2.7,49.3,1010.5,rain
대구,2022-04-08,15.7,,1.6,41.4,1012.7,clear
대구,2022-04-09,18.6,,1.7,48.5,1009.2,clear
대구,2022-04-10,19.5,,1.6,50.6,1010.2,clouds
대구,2022-04-11,20.3,,1.7,66.3,1007.5,clear
대구,2022-04-12,22.5,,1.4,64.5,1004.1,clouds
대구,2022-04-13,12.2,,5.4,80.1,1009.6,clouds
대구,2022-04-14,10.9,0.1,3.7,72.4,1012.4,rain
대구,2022-04-15,12.1,,3.2,59.8,1010.9,clouds
대구,2022-04-16,13.5,,1.9,45.3,1010.7,clear
대구,2022-04-17,15.6,,1.8,36.9,1011.3,clear
대구,2022-04-18,18.1,,2,33.3,1010.8,clouds
대구,2022-04-19,18.4,,2.2,31.4,1010.2,clear
대구,2022-04-20,18.2,,1.6,35.5,1009.1,clear
대구,2022-04-21,14.3,0.2,1.1,60.3,1007.1,clouds
대구,2022-04-22,19,,2.1,64,1004.4,clouds
대구,2022-04-23,19.1,,2.6,58.9,1006.3,clouds
대구,2022-04-24,22,,1.8,52.4,1004,clouds
대구,2022-04-25,21.7,2.5,1.7,58.4,1004.7,rain
대구,2022-04-26,18.3,20.3,1.6,94.4,996.8,rain
대구,2022-04-27,17.2,,3.7,59.6,1008.4,clear
대구,2022-04-28,15.7,,3.7,67,1010.9,clouds
대구,2022-04-29,11.3,12.8,2.6,80.6,1010.3,rain
대구,2022-04-30,14.5,,2.1,60.4,1010.9,clouds
대구,2022-05-01,15.2,,3.2,39.4,1007,clear
대구,2022-05-02,13.1,1.2,2.1,55.8,1007.7,rain
대구,2022-05-03,15.2,,1.5,59.6,1012.8,clear
대구,2022-05-04,19,,1.7,49,1012.7,clear
대구,2022-05-05,20,,1.5,51.5,1012.4,clear
대구,2022-05-06,21.2,,1.5,58.3,1009.6,clouds
대구,2022-05-07,18.9,,3.7,66.5,1010.6,clouds
대구,2022-05-08,16.4,,3.7,59.9,1012.8,clouds
대구,2022-05-09,16.2,0.4,3,55.5,1012.5,rain
대구,2022-05-10,16.5,,2.9,56.3,1011,clouds
대구,2022-05-11,20.7,0.1,1.7,57.4,1008.5,rain
대구,2022-05-12,20.2,,3.1,63.1,1005.2,clouds
대구,2022-05-13,15.7,2.6,3,86.4,1002.2,rain
대구,2022-05-14,17.9,,3.1,50,1005.1,clouds
대구,2022-05-15,17.1,,2.4,42.1,1007,clouds
대구,2022-05-16,18.5,,2,38.5,1005.8,clear
대구,2022-05-17,20.4,,1.5,42.3,1007.9,clear
대구,2022-05-18,23.3,,2.1,42.8,1010.6,clear
대구,2022-05-19,23,,2,36.9,1010.6,clouds
대구,2022-05-20,22.8,,1.9,43.3,1006.9,clouds
대구,2022-05-21,23.7,,3.1,51.5,1002.1,clear
대구,2022-05-22,24.8,,3.7,45.6,1000.9,clear
대구,2022-05-23,24.3,,2.1,53.9,1005.5,clouds
대구,2022-05-24,26.4,,2,45.5,1006.5,clear
대구,2022-05-25,25.5,,1.8,54.9,1001.5,clouds
대구,2022-05-26,22.9,,3.4,41.6,997.8,clear
대구,2022-05-27,23.8,,4.1,37.3,994.8,clear
대구,2022-05-28,24.9,,1.9,39,999.4,clouds
대구,2022-05-29,24.9,,1.7,40.5,999.1,clouds
대구,2022-05-30,24.3,0.1,2.1,53.8,995.3,rain
대구,2022-05-31,24.7,,2.9,39.4,1001.1,clear
대구,2022-06-01,24.7,,1.7,39.6,999.9,clear
대구,2022-06-02,26.1,,2.3,44.5,1000.2,clear
대구,2022-06-03,23.5,,3.9,61.5,1004.2,clouds
대구,2022-06-04,22.1,,3.7,67,1005.5,clouds
대구,2022-06-05,18,32.2,2.7,92.5,998.1,rain
대구,2022-06-06,18.7,0.8,1.9,84.6,994.9,rain
대구,2022-06-07,16.5,1.1,2.9,85.1,1002.8,rain
대구,2022-06-08,17.5,0.1,2.5,77.8,1006.6,rain
대구,2022-06-09,20.4,,2,70.5,1007.6,clouds
대구,2022-06-10,22.7,,1.5,67.1,1007.7,clouds
대구,2022-06-11,21.4,,3.4,74,1006.7,clouds
대구,2022-06-12,20.7,,3.2,73.1,1007.7,clouds
대구,2022-06-13,19.9,,4.2,75.6,1004.9,clouds
대구,2022-06-14,16.9,3.1,2.7,92.4,1003.4,rain
대구,2022-06-15,19.7,3.7,1,88.6,1000.9,rain
대구,2022-06-16,23.2,,1.8,69.6,1001.3,clouds
대구,2022-06-17,25.9,,1.5,63.9,1001.6,clouds
대구,2022-06-18,27.9,,2.1,65.3,1000.5,clouds
대구,2022-06-19,28.9,,2.2,63.1,1000.5,clouds
대구,2022-06-20,28.6,2.2,1.9,69.8,997.9,rain
대구,2022-06-21,27.8,,2.3,72.6,997.5,clear
대구,2022-06-22,29.9,,1.6,65,1000.3,clouds
대구,2022-06-23,27.9,0.2,2,72.8,996.7,rain
대구,2022-06-24,28.1,32.4,3.1,70,992.4,rain
대구,2022-06-25,28.2,,2.4,67,999.6,clouds
대구,2022-06-26,28.4,,1.7,72.1,1004.3,clouds
대구,2022-06-27,27.3,5.4,1.8,86.3,1003.9,rain
대구,2022-06-28,28.9,0.7,2.6,71.3,1000.6,rain
대구,2022-06-29,29.5,0.1,2.4,68.5,1001,rain
대구,2022-06-30,29.8,,1.9,68,1005.4,clouds
대구,2022-07-01,29.8,,1.4,68.6,1008.4,clouds
대구,2022-07-02,29.9,,2,63.9,1006.6,clouds
대구,2022-07-03,29.3,1,1.6,69.6,1002.8,rain
대구,2022-07-04,28.8,0.1,1.4,72.5,999.7,rain
대구,2022-07-05,28.8,0.1,1.8,72.1,999.4,rain
대구,2022-07-06,28.5,2.9,2.3,81.4,1002.5,rain
대구,2022-07-07,29.7,,2.2,74.3,1001.7,clouds
대구,2022-07-08,28.5,17.2,1.3,84.6,996.5,rain
대구,2022-07-09,28.7,,2.3,71.3,996,clouds
대구,2022-07-10,28.1,,2.7,76.5,999.5,clouds
대구,2022-07-11,26.4,9.5,1.4,86.6,1000.2,rain
대구,2022-07-12,25.6,,3.8,75.3,1002.9,clouds
대구,2022-07-13,24.4,15.2,2.2,85.6,999.9,rain
대구,2022-07-14,28.2,,1.7,77.5,993.6,clouds
대구,2022-07-15,28.3,,1.9,64.5,993.3,clouds
대구,2022-07-16,26.8,,1.9,71,992.6,clouds
대구,2022-07-17,27.3,,1.9,68.6,994.7,clouds
대구,2022-07-18,22.9,34,1.5,95.6,994.6,rain
대구,2022-07-19,27.6,0.2,1.5,74.4,996.1,rain
대구,2022-07-20,29.4,,2.2,62.5,999.9,clouds
대구,2022-07-21,26,5,2.8,80.9,995.7,rain
대구,2022-07-22,25.8,,2.9,71.6,999.5,clouds
대구,2022-07-23,24.9,0.1,2.1,82,1000.2,rain
대구,2022-07-24,27.4,1.1,2.2,77.6,996.9,rain
대구,2022-07-25,28.8,,2.1,72.6,1002.1,clouds
대구,2022-07-26,26.9,,2.9,79.4,1004.2,clouds
대구,2022-07-27,25.6,,3.3,79.5,1005.2,clouds
대구,2022-07-28,26.2,0.1,2.9,85.5,1006.3,rain
대구,2022-07-29,28.7,,3.3,77.8,1006.9,clear
대구,2022-07-30,27.8,0.1,4,83.9,1004.3,rain
대구,2022-07-31,27.1,2.7,2.5,92,1001.7,rain
대구,2022-08-01,29.4,0.1,2.2,76.6,1001.6,rain
대구,2022-08-02,27.9,4.7,1,91.8,1004.4,rain
대구,2022-08-03,30.6,0.5,2.1,78.8,1004.3,rain
대구,2022-08-04,30.7,0.1,2.4,75.9,1003.2,rain
대구,2022-08-05,30.8,,1.9,75,1000.4,clouds
대구,2022-08-06,31.6,,1.7,72,999.8,clouds
대구,2022-08-07,31.5,,1.8,71.9,1001.1,clouds
대구,2022-08-08,30.5,,2.1,69.8,1002,clouds
대구,2022-08-09,29.8,0.1,1.7,69.8,1001.8,rain
대구,2022-08-10,28.2,0.3,1.2,80.1,1001,rain
대구,2022-08-11,26.5,4.1,0.9,90.9,999.7,rain
대구,2022-08-12,29.7,3.2,1.6,77.1,999.7,rain
대구,2022-08-13,26.4,6.6,1.5,92.4,1000.6,rain
대구,2022-08-14,29.8,0.1,1.6,80.1,1000.4,rain
대구,2022-08-15,30.9,0.1,1.9,69.6,997.3,rain
대구,2022-08-16,25.7,39.8,1.1,94.9,998.6,rain
